Duration,Protocol,Packets,Total Bytes,Labels
0.000361,2,2,244,2
0.000250,2,2,280,2
0.229076,1,10,1219,2
0.000376,2,2,400,2
0.000257,2,2,400,2
0.017993,1,6,412,2
0.000301,2,2,400,2
0.000240,2,2,400,2
0.017984,1,6,412,2
635.271790,1,9,723,1
0.000547,2,2,400,2
0.000289,2,2,400,2
0.018965,1,7,478,2
0.000412,2,2,400,2
0.000299,2,2,400,2
0.018463,1,6,412,2
0.000371,2,2,244,2
0.000353,2,2,280,2
0.208740,1,10,1219,2
0.000398,2,2,400,2
0.000421,2,2,400,2
0.018563,1,7,478,2
0.000478,2,2,400,2
0.000279,2,2,400,2
0.018726,1,6,412,2
0.000449,2,2,400,2
0.000348,2,2,400,2
0.018224,1,6,412,2
0.000166,2,2,244,2
0.000243,2,2,280,2
0.271482,1,10,1219,2
0.010097,2,2,227,2
0.000399,2,2,377,2
115.100601,1,16,4059,2
0.000318,2,2,400,2
0.000312,2,2,400,2
0.018631,1,7,478,2
0.000347,2,2,256,2
0.000394,2,2,598,2
240.059250,1,23,4640,2
0.000348,2,2,263,2
0.000401,2,2,445,2
250.037674,1,37,12350,2
0.000326,2,2,400,2
0.000216,2,2,400,2
0.018947,1,7,478,2
0.000273,2,2,400,2
0.000423,2,2,400,2
0.018342,1,6,412,2
0.000291,2,2,244,2
0.000381,2,2,280,2
0.211913,1,10,1219,2
0.000378,2,2,400,2
0.000254,2,2,400,2
0.017747,1,6,412,2
0.000317,2,2,400,2
0.000403,2,2,400,2
0.017934,1,6,412,2
0.009850,2,2,400,2
0.000301,2,2,400,2
0.018284,1,7,478,2
0.000155,2,2,244,2
0.000396,2,2,280,2
0.231817,1,10,1219,2
0.000272,2,2,256,2
0.000318,2,2,598,2
115.335526,1,10,2875,2
0.000263,2,2,263,2
0.000335,2,2,445,2
115.309494,1,17,7986,2
0.000391,2,2,400,2
0.000248,2,2,400,2
0.018178,1,6,412,2
0.000414,2,2,400,2
0.000432,2,2,400,2
0.018426,1,7,478,2
0.000398,2,2,400,2
0.000271,2,2,400,2
0.017910,1,6,412,2
0.000288,2,2,244,2
0.000317,2,2,280,2
1150.255981,1,20,2437,2
0.238038,2,2,150,2
0.237996,2,2,150,2
0.238861,2,2,150,2
0.237854,2,2,150,2
0.000409,2,2,542,2
240.157532,1,35,6505,2
0.000412,2,2,400,2
0.000410,2,2,400,2
0.018591,1,7,478,2
0.000287,2,2,400,2
0.000341,2,2,400,2
0.018496,1,7,478,2
0.000259,2,2,400,2
0.000449,2,2,400,2
0.018089,1,6,412,2
0.000191,2,2,244,2
0.000323,2,2,280,2
0.216577,1,10,1219,2
0.000335,2,2,400,2
0.000271,2,2,400,2
0.017716,1,6,412,2
0.000444,2,2,400,2
0.000315,2,2,400,2
0.017685,1,6,412,2
0.000507,2,2,400,2
0.000331,2,2,400,2
0.018434,1,6,412,2
0.000296,2,2,244,2
0.000397,2,2,280,2
0.213195,1,10,1219,2
0.000386,2,2,400,2
0.000333,2,2,400,2
0.019334,1,6,412,2
0.000357,2,2,400,2
0.000312,2,2,400,2
0.017643,1,6,412,2
0.000389,2,2,400,2
0.000302,2,2,400,2
0.018098,1,7,478,2
0.000295,2,2,244,2
0.000224,2,2,280,2
0.230074,1,10,1218,2
0.000336,2,2,225,2
0.000258,2,2,225,2
0.036467,2,2,340,2
0.177678,1,20,7347,2
0.000397,2,2,340,2
0.248724,1,26,7059,2
0.000283,2,2,225,2
0.000161,2,2,225,2
0.000310,2,2,340,2
0.204743,1,18,7203,2
238.352356,1,36,5725,2
0.000294,2,2,400,2
0.000491,2,2,400,2
0.019035,1,6,412,2
0.001014,2,2,400,2
0.000841,2,2,400,2
0.019764,1,6,412,2
0.000250,2,2,400,2
0.000374,2,2,400,2
0.018149,1,7,478,2
0.000236,2,2,244,2
0.000314,2,2,280,2
0.206573,1,10,1219,2
0.362358,1,15,2044,2
0.350347,1,16,2649,2
0.426700,1,15,2064,2
0.309105,1,16,2649,2
0.318659,1,16,2677,2
0.247732,1,16,2677,2
0.000235,2,2,400,2
0.000381,2,2,400,2
0.021041,1,6,412,2
0.000407,2,2,400,2
0.000520,2,2,400,2
0.018758,1,6,412,2
0.000474,2,2,400,2
0.000461,2,2,400,2
0.018018,1,6,412,2
1067.878784,1,7,599,1
0.000372,2,2,244,2
0.000452,2,2,280,2
0.221982,1,10,1219,2
1076.575684,1,7,602,1
0.000257,2,2,400,2
0.000357,2,2,400,2
0.020062,1,7,478,2
0.000405,2,2,400,2
0.000311,2,2,400,2
0.018329,1,6,412,2
0.000408,2,2,400,2
0.000497,2,2,400,2
0.019122,1,7,478,2
0.000370,2,2,244,2
0.000269,2,2,280,2
0.216437,1,10,1219,2
0.000304,2,2,400,2
0.000396,2,2,400,2
0.017900,1,6,412,2
0.000306,2,2,400,2
0.000471,2,2,400,2
0.018447,1,7,478,2
0.000285,2,2,400,2
0.000396,2,2,400,2
0.018520,1,6,412,2
0.000239,2,2,227,2
0.000422,2,2,377,2
115.111542,1,16,4059,2
0.000373,2,2,244,2
0.000296,2,2,280,2
0.214273,1,10,1219,2
0.000408,2,2,400,2
0.000317,2,2,400,2
0.018245,1,6,412,2
0.000382,2,2,400,2
0.001529,2,2,400,2
0.017372,1,6,412,2
0.000252,2,2,285,2
0.000296,2,2,219,2
1800.074097,4,2,120,2
1806.099243,2,16,1440,2
0.000384,2,2,400,2
0.000312,2,2,400,2
0.018501,1,7,478,2
0.000190,2,2,244,2
0.000323,2,2,280,2
0.218133,1,10,1219,2
0.000298,2,2,210,2
0.000252,2,2,210,2
0.000384,2,2,400,2
0.000340,2,2,400,2
0.018577,1,7,478,2
1167.559204,1,8,662,1
0.000380,2,2,400,2
0.000248,2,2,400,2
0.018069,1,6,412,2
0.020763,2,2,400,2
0.000324,2,2,400,2
0.018328,1,7,478,2
0.000187,2,2,244,2
0.000354,2,2,280,2
0.215272,1,10,1219,2
0.000423,2,2,400,2
0.000296,2,2,400,2
0.018299,1,7,478,2
3163.001221,2,8,720,2
0.000301,2,2,400,2
0.000329,2,2,400,2
0.018440,1,6,412,2
0.000606,2,2,400,2
0.000415,2,2,400,2
0.019217,1,6,412,2
0.000380,2,2,244,2
0.000483,2,2,280,2
0.226512,1,10,1219,2
0.249265,2,2,150,2
0.243867,2,2,150,2
0.243708,2,2,150,2
0.238325,2,2,150,2
1002.965820,1,8,488,1
0.000430,2,2,542,2
240.148605,1,37,5889,2
0.000397,2,2,400,2
0.000690,2,2,400,2
0.019931,1,6,412,2
0.000351,2,2,400,2
0.000446,2,2,400,2
0.019117,1,6,412,2
0.000489,2,2,400,2
0.000329,2,2,400,2
0.018506,1,7,478,2
0.000314,2,2,244,2
0.000263,2,2,280,2
0.215647,1,10,1219,2
0.000000,2,1,318,2
218.603882,1,40,6011,2
0.000427,2,2,400,2
0.000318,2,2,400,2
0.021004,1,6,412,2
0.000377,2,2,400,2
0.000398,2,2,400,2
0.017754,1,6,412,2
0.000458,2,2,400,2
0.000390,2,2,400,2
0.019595,1,6,412,2
0.000356,2,2,244,2
0.000225,2,2,280,2
0.222272,1,10,1219,2
0.000393,2,2,400,2
0.000365,2,2,400,2
0.018854,1,6,412,2
0.000515,2,2,400,2
0.000386,2,2,400,2
0.019788,1,6,412,2
0.000387,2,2,400,2
0.000349,2,2,400,2
0.018803,1,7,478,2
0.000261,2,2,244,2
0.000397,2,2,280,2
0.417468,1,10,1218,2
0.000338,2,2,218,2
0.000295,2,2,400,2
379.676117,1,92,36020,2
250.051590,1,27,2559,2
240.050674,1,26,2493,2
240.050903,1,26,2493,2
240.051071,1,26,2493,2
240.050873,1,26,2493,2
0.000383,2,2,400,2
0.000379,2,2,400,2
0.018341,1,6,412,2
4.787285,1,3,184,1
0.000360,2,2,400,2
0.000334,2,2,400,2
0.018254,1,7,478,2
0.000391,2,2,400,2
0.000299,2,2,400,2
0.018140,1,6,412,2
0.000283,2,2,244,2
0.000214,2,2,280,2
0.208803,1,10,1219,2
0.276490,1,15,2044,2
0.330189,1,16,2649,2
0.383568,1,15,2064,2
0.255349,1,16,2649,2
0.298110,1,16,2677,2
0.282610,1,16,2677,2
0.000443,2,2,400,2
0.000293,2,2,400,2
0.018685,1,7,478,2
0.000524,2,2,400,2
0.000413,2,2,400,2
0.018804,1,6,412,2
0.000362,2,2,400,2
0.000329,2,2,400,2
0.018890,1,6,412,2
0.000269,2,2,244,2
0.000419,2,2,280,2
0.209904,1,10,1219,2
0.000413,2,2,400,2
0.000423,2,2,400,2
0.018503,1,6,412,2
0.000361,2,2,400,2
0.000395,2,2,400,2
0.018636,1,6,412,2
0.000356,2,2,400,2
0.000452,2,2,400,2
0.018196,1,6,412,2
0.000381,2,2,244,2
0.000279,2,2,280,2
0.211023,1,10,1219,2
0.000433,2,2,400,2
0.000313,2,2,400,2
0.018334,1,6,412,2
0.000398,2,2,400,2
0.000316,2,2,400,2
0.017991,1,6,412,2
0.000620,2,2,400,2
0.000347,2,2,400,2
0.018639,1,7,478,2
0.019784,2,2,227,2
0.000385,2,2,377,2
264.527191,1,37,8129,2
0.000220,2,2,244,2
0.000441,2,2,280,2
0.236302,1,10,1219,2
0.000428,2,2,400,2
0.000401,2,2,400,2
0.018638,1,6,412,2
1198.905273,1,8,488,1
0.000464,2,2,400,2
0.000390,2,2,400,2
0.018774,1,6,412,2
0.000353,2,2,400,2
0.000397,2,2,400,2
0.018116,1,6,412,2
0.000334,2,2,244,2
0.000159,2,2,280,2
0.218238,1,10,1219,2
0.000382,2,2,400,2
0.000239,2,2,400,2
0.018662,1,7,478,2
3149.000000,2,8,720,2
0.000411,2,2,400,2
0.000354,2,2,400,2
0.018292,1,6,412,2
0.009923,2,2,400,2
0.000411,2,2,400,2
0.018177,1,6,412,2
0.000434,2,2,244,2
0.000303,2,2,280,2
0.207620,1,10,1219,2
1377.099487,1,8,488,1
0.000417,2,2,400,2
0.000370,2,2,400,2
0.018359,1,6,412,2
0.000472,2,2,400,2
0.000350,2,2,400,2
0.018130,1,6,412,2
0.000394,2,2,400,2
0.000356,2,2,400,2
0.018359,1,7,478,2
0.237029,2,2,150,2
0.000257,2,2,244,2
0.000406,2,2,280,2
0.251810,1,10,1219,2
0.237349,2,2,150,2
0.238939,2,2,150,2
0.238276,2,2,150,2
0.000417,2,2,542,2
240.166885,1,37,5887,2
0.000348,2,2,400,2
0.000440,2,2,400,2
0.018623,1,6,412,2
0.000442,2,2,400,2
0.000350,2,2,400,2
0.018850,1,7,478,2
3074.000977,2,8,720,2
0.000369,2,2,400,2
0.000294,2,2,400,2
0.017902,1,6,412,2
0.000396,2,2,244,2
0.000180,2,2,280,2
0.199134,1,10,1219,2
0.000413,2,2,400,2
0.000301,2,2,400,2
0.017829,1,6,412,2
0.000396,2,2,400,2
0.000376,2,2,400,2
0.018808,1,7,478,2
0.000442,2,2,400,2
0.000333,2,2,400,2
0.018262,1,6,412,2
0.000297,2,2,244,2
0.000300,2,2,280,2
0.204300,1,10,1219,2
0.000271,2,2,400,2
0.000315,2,2,400,2
0.018639,1,6,412,2
0.000434,2,2,400,2
0.000297,2,2,400,2
0.018373,1,6,412,2
0.000445,2,2,400,2
0.000384,2,2,400,2
0.017997,1,6,412,2
0.000304,2,2,225,2
0.000308,2,2,225,2
0.118825,2,2,340,2
0.177626,1,18,7203,2
0.000300,2,2,340,2
0.253465,1,24,6923,2
0.000280,2,2,225,2
0.000297,2,2,225,2
0.000344,2,2,340,2
0.188135,1,20,7347,2
0.000291,2,2,244,2
0.000310,2,2,280,2
0.249356,1,10,1219,2
0.000380,2,2,400,2
0.000324,2,2,400,2
0.018394,1,6,412,2
0.000360,2,2,400,2
0.000547,2,2,400,2
0.018517,1,7,478,2
0.000304,2,2,400,2
0.000393,2,2,400,2
0.018455,1,6,412,2
0.409701,1,15,2044,2
0.425701,1,16,2649,2
0.242471,1,15,2064,2
0.248223,1,16,2677,2
0.320385,1,16,2649,2
0.289076,1,16,2677,2
0.000408,2,2,244,2
0.000300,2,2,280,2
0.247269,1,10,1219,2
0.000340,2,2,400,2
0.000386,2,2,400,2
0.018479,1,7,478,2
0.000402,2,2,400,2
0.000362,2,2,400,2
0.018414,1,6,412,2
0.000318,2,2,400,2
0.000259,2,2,400,2
0.018198,1,6,412,2
0.000290,2,2,400,2
0.000291,2,2,400,2
0.020094,1,6,412,2
0.000268,2,2,244,2
0.000355,2,2,280,2
0.229571,1,10,1219,2
0.000322,2,2,400,2
0.000241,2,2,400,2
0.018186,1,6,412,2
0.000200,2,2,227,2
0.000337,2,2,377,2
241.934006,1,36,5726,2
0.000382,2,2,400,2
0.000329,2,2,400,2
0.018738,1,6,412,2
0.000000,5,1,135,2
0.000323,2,2,400,2
0.000258,2,2,400,2
0.018420,1,6,412,2
0.000198,2,2,244,2
0.000351,2,2,280,2
0.211608,1,10,1219,2
0.000369,2,2,400,2
0.000343,2,2,400,2
0.017974,1,6,412,2
0.000422,2,2,400,2
0.000354,2,2,400,2
0.017828,1,6,412,2
0.000253,2,2,227,2
0.000377,2,2,377,2
115.142258,1,16,4059,2
0.000393,2,2,400,2
0.000424,2,2,400,2
0.018860,1,6,412,2
0.000225,2,2,244,2
0.000312,2,2,280,2
0.206495,1,10,1218,2
1597.841431,1,8,488,1
0.000470,2,2,400,2
0.000378,2,2,400,2
0.018449,1,6,412,2
1468.521606,1,8,488,1
0.000451,2,2,400,2
0.000181,2,2,400,2
0.018512,1,6,412,2
0.000327,2,2,400,2
0.000270,2,2,400,2
0.018178,1,6,412,2
0.000248,2,2,244,2
0.000172,2,2,280,2
0.213290,1,10,1219,2
1463.604980,1,8,488,1
0.000569,2,2,400,2
0.000263,2,2,400,2
0.017724,1,6,412,2
0.000425,2,2,400,2
0.000288,2,2,400,2
0.017975,1,7,478,2
0.000352,2,2,400,2
0.000325,2,2,400,2
0.018293,1,6,412,2
0.000276,2,2,244,2
0.000358,2,2,280,2
0.206623,1,10,1219,2
0.000322,2,2,400,2
0.000376,2,2,400,2
0.019044,1,7,478,2
0.000589,2,2,400,2
0.000308,2,2,400,2
0.018095,1,6,412,2
0.237914,2,2,150,2
0.239734,2,2,150,2
0.238358,2,2,150,2
0.239308,2,2,150,2
0.000393,2,2,542,2
240.164642,1,37,5888,2
0.000331,2,2,400,2
0.000372,2,2,400,2
0.018295,1,6,412,2
1659.673462,1,9,728,1
0.000245,2,2,244,2
0.000360,2,2,280,2
0.221579,1,10,1219,2
0.000442,2,2,400,2
0.000347,2,2,400,2
0.017941,1,6,412,2
0.000308,2,2,400,2
0.000380,2,2,400,2
0.018308,1,6,412,2
0.000362,2,2,400,2
0.000275,2,2,400,2
0.018043,1,6,412,2
0.000263,2,2,244,2
0.000248,2,2,280,2
0.215958,1,10,1219,2
0.000366,2,2,400,2
0.000368,2,2,400,2
0.018355,1,7,478,2
0.000332,2,2,400,2
0.000516,2,2,400,2
0.017836,1,6,412,2
0.000318,2,2,400,2
0.000373,2,2,400,2
0.018347,1,6,412,2
0.000234,2,2,244,2
0.000327,2,2,280,2
0.204766,1,10,1219,2
0.000321,2,2,400,2
0.000336,2,2,400,2
0.018564,1,6,412,2
0.000324,2,2,400,2
0.000298,2,2,400,2
0.017998,1,6,412,2
0.000220,2,2,218,2
0.000348,2,2,400,2
240.040833,1,26,2493,2
240.041397,1,26,2493,2
421.304047,1,159,71942,2
240.040253,1,26,2493,2
240.041565,1,26,2493,2
240.040878,1,26,2493,2
0.000304,2,2,400,2
0.000363,2,2,400,2
0.018394,1,6,412,2
0.000316,2,2,244,2
0.000403,2,2,280,2
0.217628,1,10,1219,2
0.000438,2,2,400,2
0.000363,2,2,400,2
0.018299,1,6,412,2
0.000407,2,2,227,2
0.000297,2,2,377,2
217.008148,1,36,5697,2
0.000366,2,2,400,2
0.000284,2,2,400,2
0.017713,1,6,412,2
0.271978,1,15,2044,2
0.283910,1,16,2649,2
0.382667,1,15,2064,2
0.271388,1,16,2649,2
0.285248,1,16,2677,2
0.256210,1,16,2677,2
0.000446,2,2,400,2
0.000281,2,2,400,2
0.017955,1,6,412,2
0.000386,2,2,244,2
0.000337,2,2,280,2
0.212370,1,10,1219,2
0.000679,2,2,400,2
0.000303,2,2,400,2
0.019282,1,6,412,2
0.000319,2,2,400,2
0.000293,2,2,400,2
0.017764,1,6,412,2
0.000389,2,2,400,2
0.000381,2,2,400,2
0.018068,1,6,412,2
0.000287,2,2,244,2
0.000343,2,2,280,2
0.199777,1,10,1219,2
0.000442,2,2,400,2
0.000330,2,2,400,2
0.018312,1,6,412,2
0.000412,2,2,400,2
0.000380,2,2,400,2
0.018603,1,7,478,2
0.000420,2,2,400,2
0.000372,2,2,400,2
0.019602,1,6,412,2
0.035162,2,2,244,2
0.000283,2,2,280,2
0.230946,1,10,1219,2
0.000503,2,2,400,2
0.000350,2,2,400,2
0.018024,1,7,478,2
0.000522,2,2,400,2
0.000336,2,2,400,2
0.018407,1,6,412,2
0.000295,2,2,247,2
0.020863,2,2,349,2
240.252838,1,20,2821,2
0.000238,2,2,251,2
0.000217,2,2,251,2
0.000339,2,2,390,2
129.972015,1,17,1800,2
0.021115,2,2,227,2
0.000360,2,2,377,2
115.090836,1,16,4059,2
0.000390,2,2,400,2
0.000158,2,2,400,2
0.018044,1,6,412,2
0.000336,2,2,244,2
0.000311,2,2,280,2
0.213288,1,10,1219,2
0.000534,2,2,400,2
0.000349,2,2,400,2
0.017915,1,6,412,2
0.000575,2,2,400,2
0.000656,2,2,400,2
0.018450,1,6,412,2
0.000420,2,2,400,2
0.000495,2,2,400,2
0.018996,1,7,478,2
0.000233,2,2,244,2
0.000271,2,2,280,2
0.389213,2,2,218,2
0.000482,2,2,218,2
0.125904,2,2,219,2
0.000329,2,2,400,2
0.000348,2,2,400,2
0.018107,1,6,412,2
0.097656,2,2,400,2
0.000378,2,2,400,2
0.017857,1,6,412,2
0.240929,2,2,150,2
0.000000,2,1,75,2
0.000000,2,1,194,2
0.000000,2,1,181,2
0.241091,2,2,150,2
0.000314,2,2,542,2
270.487457,1,57,13264,2
0.000419,2,2,400,2
0.000380,2,2,400,2
0.018811,1,6,412,2
0.000447,2,2,229,2
0.000562,2,2,571,2
248.770325,1,31,4953,2
0.000367,2,2,244,2
0.000219,2,2,280,2
0.227382,1,10,1219,2
0.000371,2,2,400,2
0.000449,2,2,400,2
0.018542,1,6,412,2
0.061054,2,2,228,2
0.000201,2,2,228,2
0.041448,2,2,261,2
0.969256,1,60,59104,2
12.622880,1,11,1730,2
0.000218,2,2,218,2
0.000201,2,2,218,2
0.000264,2,2,219,2
0.364804,1,10,1491,2
0.607882,1,21,17659,2
0.366519,1,10,1526,2
0.125412,2,2,220,2
0.126140,2,2,216,2
0.000448,2,2,197,2
0.000248,2,2,197,2
0.000311,2,2,238,2
0.030615,2,2,234,2
0.017853,2,2,508,2
0.000349,2,2,236,2
0.000290,2,2,362,2
0.125456,2,2,228,2
0.000256,2,2,220,2
0.282161,2,2,221,2
0.000350,2,2,216,2
0.125654,2,2,217,2
0.000224,2,2,218,2
0.367602,1,10,1902,2
0.364080,1,10,1474,2
0.000240,2,2,218,2
0.000415,2,2,219,2
0.368842,1,10,1522,2
0.000287,2,2,228,2
0.288472,2,2,229,2
0.000321,2,2,218,2
0.000205,2,2,218,2
0.000253,2,2,219,2
0.734617,1,43,38239,2
0.000294,2,2,230,2
0.000453,2,2,481,2
1.221780,1,99,107079,2
0.369514,1,10,2097,2
0.369286,1,10,1571,2
0.365804,1,10,1575,2
0.365689,1,10,1579,2
0.365235,1,10,1583,2
0.489216,1,16,10621,2
0.490325,1,16,10436,2
0.488131,1,15,10120,2
0.488896,1,16,10795,2
0.485781,1,16,10663,2
0.485423,1,16,10674,2
0.487202,1,15,10215,2
0.487016,1,16,10487,2
0.000450,2,2,400,2
0.000407,2,2,400,2
0.018122,1,6,412,2
0.485354,1,16,10721,2
0.489367,1,15,9941,2
0.488792,1,15,10126,2
0.367566,1,10,1540,2
0.366313,1,10,1587,2
0.367307,1,10,2044,2
0.366240,1,10,1580,2
0.000498,2,2,400,2
0.000377,2,2,400,2
0.018035,1,6,412,2
11.681214,1,11,1765,2
1.091440,1,57,56271,2
1.589059,1,192,216321,2
0.369602,1,10,1520,2
0.849177,1,36,34122,2
0.000246,2,2,244,2
0.000327,2,2,280,2
0.204379,1,10,1219,2
0.000434,2,2,400,2
0.000236,2,2,400,2
0.018205,1,6,412,2
0.000384,2,2,400,2
0.000368,2,2,400,2
0.018386,1,6,412,2
221.772476,1,38,5854,2
0.000403,2,2,400,2
0.000371,2,2,400,2
0.018822,1,6,412,2
0.000351,2,2,244,2
0.000302,2,2,280,2
0.208398,1,10,1219,2
0.000286,2,2,400,2
0.000280,2,2,400,2
0.018018,1,6,412,2
0.000225,2,2,218,2
0.000229,2,2,218,2
0.000279,2,2,219,2
0.000355,2,2,400,2
0.000278,2,2,400,2
0.017998,1,6,412,2
0.000251,2,2,228,2
0.000255,2,2,228,2
0.000263,2,2,261,2
12.303257,1,11,1754,2
1.079618,1,61,61779,2
0.000171,2,2,220,2
0.000224,2,2,197,2
0.000254,2,2,216,2
0.000220,2,2,197,2
0.000234,2,2,220,2
0.000165,2,2,216,2
0.000426,2,2,238,2
0.000266,2,2,221,2
0.000285,2,2,217,2
0.000187,2,2,234,2
0.000225,2,2,236,2
0.000361,2,2,508,2
0.000388,2,2,362,2
0.000255,2,2,228,2
0.000206,2,2,228,2
0.000355,2,2,229,2
0.139454,2,2,230,2
0.606114,1,21,16970,2
0.299812,2,2,481,2
0.000424,2,2,400,2
0.000417,2,2,400,2
0.018676,1,6,412,2
0.000214,2,2,244,2
0.000307,2,2,280,2
0.199213,1,10,1218,2
0.000380,2,2,400,2
0.000366,2,2,400,2
0.018636,1,7,478,2
0.000285,2,2,400,2
0.000341,2,2,400,2
0.018565,1,7,478,2
0.000307,2,2,225,2
0.000179,2,2,225,2
0.035640,2,2,340,2
0.204008,1,18,7203,2
0.000269,2,2,340,2
0.223393,1,25,6993,2
0.000189,2,2,225,2
0.000333,2,2,225,2
0.000291,2,2,340,2
0.202486,1,18,7203,2
